iteration,training error,iteration time,crossValError
485,0.7071394324302673,0.5018112659454346,0.7017876505851746
486,0.702531635761261,0.4250319004058838,0.7014803886413574
487,0.6763275265693665,0.4459366798400879,0.7021160125732422
488,0.7092269659042358,0.4424417018890381,0.7044780254364014
489,0.6778489947319031,0.4390838146209717,0.7059639692306519
490,0.7107197046279907,0.4423515796661377,0.7062967419624329
491,0.7062404751777649,0.45880722999572754,0.7038472890853882
492,0.7052162289619446,0.42799901962280273,0.7011192440986633
493,0.7178239226341248,0.43827152252197266,0.6998555064201355
494,0.7217037677764893,0.4419691562652588,0.700320303440094
495,0.717986524105072,0.4417083263397217,0.700758695602417
496,0.7182235717773438,0.4416842460632324,0.6996381282806396
497,0.7264184355735779,0.43750524520874023,0.6980879902839661
498,0.7229545712471008,0.44362664222717285,0.6982374787330627
499,0.7421286702156067,0.4416227340698242,0.6999574303627014
